Aldesleukin	PTGS2
Aldesleukin	PLA2G4A
Aldesleukin	CYP3A4
Aldesleukin	XDH
Aldesleukin	CYP2E1
Botulinum Toxin Type B	VAMP2
Botulinum Toxin Type B	VAMP1
Botulinum Toxin Type B	SYT2
Omalizumab	FCER1A
Omalizumab	MS4A2
Lutropin alfa	LHCGR
Lyme disease vaccine (recombinant OspA)	TLR2
Insulin lispro	INSR
Insulin lispro	IGF1R
Insulin lispro	CYP1A2
Insulin glargine	INSR
Insulin glargine	IGF1R
Insulin glargine	CYP1A2
Collagenase clostridium histolyticum	COL1A1
Collagenase clostridium histolyticum	COL2A1
Collagenase clostridium histolyticum	COL3A1
Cetrorelix	GNRHR
Cetrorelix	LHCGR
Adalimumab	TNF
Somatotropin	GHR
Somatotropin	PRLR
Abciximab	ITGB3
Abciximab	ITGA2B
Abciximab	FCGR2A
Abciximab	FCGR2B
Abciximab	VTN
Drotrecogin alfa	F8
Drotrecogin alfa	F5
Drotrecogin alfa	SERPINE1
Drotrecogin alfa	THBD
Drotrecogin alfa	PROS1
Drotrecogin alfa	F2
Drotrecogin alfa	PF4
Drotrecogin alfa	SERPINA5
Drotrecogin alfa	SERPINB6
Drotrecogin alfa	PROCR
Gemtuzumab ozogamicin	CD33
Gemtuzumab ozogamicin	FCGR3B
Gemtuzumab ozogamicin	FCGR3A
Gemtuzumab ozogamicin	FCGR1A
Alpha-1-proteinase inhibitor	ELANE
Pegaspargase	SERPINA7
Interferon beta-1a	IFNAR1
Interferon beta-1a	IFNAR2
Interferon beta-1a	CYP1A2
Pegademase	GRB2
Eptifibatide	ITGB3
Infliximab	TNF
Follitropin	FSHR
Vasopressin	AVPR2
Vasopressin	AVPR1A
Vasopressin	AVPR1B
Vasopressin	ABCC2
Interferon beta-1b	IFNAR1
Interferon beta-1b	IFNAR2
Interferon beta-1b	CYP1A2
Interferon alfacon-1	IFNAR1
Interferon alfacon-1	IFNAR2
Interferon alfacon-1	CYP1A2
Hyaluronidase (ovine)	TGFB1
Hyaluronidase (ovine)	ALB
Insulin pork	INSR
Insulin pork	IGF1R
Insulin pork	IDE
Insulin pork	HLA-DQA2
Insulin pork	HLA-DQB1
Insulin pork	RB1
Insulin pork	CTSD
Insulin pork	CPE
Insulin pork	PCSK2
Insulin pork	PCSK1
Insulin pork	NOV
Insulin pork	LRP2
Insulin pork	IGFBP7
Insulin pork	SYTL4
Insulin pork	CYP1A2
Trastuzumab	ERBB2
Rituximab	MS4A1
Basiliximab	IL2RA
Basiliximab	IL2RB
Muromonab	CD3D
Muromonab	CD3E
Muromonab	CD3G
Muromonab	CD247
Muromonab	FCGR3B
Ibritumomab tiuxetan	MS4A1
Tositumomab	MS4A1
Tositumomab	FCGR2B
Pegvisomant	GHR
Pegvisomant	CYP27A1
Pegvisomant	GLUL
Pegvisomant	CYP2C18
Pegvisomant	CYP3A4
Pegvisomant	BCHE
Pegvisomant	CYP4A11
Botulinum toxin type A	SNAP25
Botulinum toxin type A	RHOB
Streptokinase	PLG
Streptokinase	F2R
Streptokinase	PLA2G4A
Alemtuzumab	CD52
Alemtuzumab	FCGR3B
Alemtuzumab	FCGR3A
Alemtuzumab	FCGR1A
Alemtuzumab	FCGR2A
Alemtuzumab	FCGR2B
Alemtuzumab	FCGR2C
Capromab pendetide	FOLH1
Cyclosporine	CAMLG
Cyclosporine	PPP3R2
Cyclosporine	PPIA
Cyclosporine	PPIF
Cyclosporine	CYP3A5
Cyclosporine	CYP3A4
Cyclosporine	CYP2C19
Cyclosporine	CYP2D6
Cyclosporine	ABCB1
Cyclosporine	ABCB11
Cyclosporine	SLC10A2
Cyclosporine	SLC10A1
Cyclosporine	SLC22A6
Cyclosporine	ABCC10
Cyclosporine	ABCC2
Cyclosporine	ABCG2
Cyclosporine	SLCO1B1
Cyclosporine	SLCO1B3
Alefacept	CD2
Alefacept	FCGR3A
Alefacept	FCGR3B
Felypressin	AVPR1A
Urofollitropin	FSHR
Efalizumab	ITGAL
Efalizumab	ITGAX
Choriogonadotropin alfa	LHCGR
Choriogonadotropin alfa	FSHR
Antithymocyte immunoglobulin (rabbit)	CD1A
Antithymocyte immunoglobulin (rabbit)	MR1
Antithymocyte immunoglobulin (rabbit)	ITGAL
Antithymocyte immunoglobulin (rabbit)	CD86
Antithymocyte immunoglobulin (rabbit)	FCGR2B
Antithymocyte immunoglobulin (rabbit)	CD4
Antithymocyte immunoglobulin (rabbit)	ITGB1
Antithymocyte immunoglobulin (rabbit)	ITGAV
Antithymocyte immunoglobulin (rabbit)	ITGB3
Filgrastim	CSF3R
Filgrastim	ELANE
Coagulation Factor IX (Recombinant)	F10
Coagulation Factor IX (Recombinant)	F11
Coagulation Factor IX (Recombinant)	F7
Coagulation Factor IX (Recombinant)	F8
Coagulation Factor IX (Recombinant)	F2
Coagulation Factor IX (Recombinant)	LRP1
Coagulation Factor IX (Recombinant)	GGCX
Becaplermin	PDGFRB
Becaplermin	PDGFRA
Becaplermin	A2M
Agalsidase beta	M6PR
Octreotide	MPO
Octreotide	CYP3A4
Octreotide	ALB
Octreotide	ABCB1
Octreotide	ABCC2
Interferon alfa-2b	IFNAR2
Interferon alfa-2b	IFNAR1
Interferon alfa-2b	CYP1A2
Abarelix	GNRHR
Oxytocin	OXTR
Oxytocin	OXT
Oxytocin	PREP
Natalizumab	ITGA4
Natalizumab	FCGR3B
Natalizumab	ICAM1
Natalizumab	FCGR1A
Enfuvirtide	gp41
Enfuvirtide	CYP2C19
Enfuvirtide	CYP2E1
Palivizumab	F
Palivizumab	FCGR3B
Palivizumab	C1R
Palivizumab	C1QA
Palivizumab	C1QB
Palivizumab	C1QC
Palivizumab	FCGR3A
Palivizumab	FCGR1A
Palivizumab	FCGR2B
Daclizumab	IL2RA
Daclizumab	IL2RB
Daclizumab	FCGR3B
Daclizumab	C1R
Daclizumab	C1QA
Daclizumab	C1QB
Daclizumab	C1QC
Daclizumab	FCGR3A
Daclizumab	FCGR1A
Daclizumab	FCGR2A
Daclizumab	FCGR2B
Daclizumab	FCGR2C
Bevacizumab	VEGFA
Bevacizumab	C1QA
Bevacizumab	C1QB
Bevacizumab	C1QC
Bevacizumab	FCGR3A
Bevacizumab	FCGR1A
Bevacizumab	FCGR2A
Bevacizumab	FCGR2B
Bevacizumab	FCGR2C
Technetium Tc-99m arcitumomab	CEACAM1
Pyridoxal phosphate	AGXT2
Pyridoxal phosphate	GAD1
Pyridoxal phosphate	CBS
Pyridoxal phosphate	KYNU
Pyridoxal phosphate	SHMT1
Pyridoxal phosphate	NFS1
Pyridoxal phosphate	GOT1
Pyridoxal phosphate	OAT
Pyridoxal phosphate	ODC1
Pyridoxal phosphate	AADAT
Pyridoxal phosphate	ABAT
Pyridoxal phosphate	PNPO
Pyridoxal phosphate	SGPL1
Pyridoxal phosphate	TAT
Pyridoxal phosphate	CCBL1
Pyridoxal phosphate	SPTLC2
Pyridoxal phosphate	CSAD
Pyridoxal phosphate	HDC
Pyridoxal phosphate	AZIN2
Pyridoxal phosphate	SDS
Pyridoxal phosphate	GCAT
Pyridoxal phosphate	GLDC
Pyridoxal phosphate	GPT
Pyridoxal phosphate	PSAT1
Pyridoxal phosphate	ALAS1
Pyridoxal phosphate	AGXT
Pyridoxal phosphate	PDXP
Pyridoxal phosphate	SPTLC1
Pyridoxal phosphate	CTH
Pyridoxal phosphate	BCAT1
Pyridoxal phosphate	BCAT2
Pyridoxal phosphate	PROSC
Pyridoxal phosphate	GOT2
Pyridoxal phosphate	PYGB
Pyridoxal phosphate	PYGM
Pyridoxal phosphate	DDC
Pyridoxal phosphate	GIG18
Pyridoxal phosphate	ALAS1
Pyridoxal phosphate	GAD2
Pyridoxal phosphate	DDC
Pyridoxal phosphate	CCBL2
Pyridoxal phosphate	GADL1
Pyridoxal phosphate	SCLY
Pyridoxal phosphate	IGSF10
Pyridoxal phosphate	PHYKPL
Pyridoxal phosphate	GAD1
Pyridoxal phosphate	SHMT2
Pyridoxal phosphate	ALAS2
Pyridoxal phosphate	GPT2
Pyridoxal phosphate	MOCOS
Pyridoxal phosphate	SDSL
Pyridoxal phosphate	SRR
Pyridoxal phosphate	SEPSECS
Pyridoxal phosphate	SPTLC3
Pyridoxal phosphate	GAD65
Pyridoxal phosphate	TLH6
Cyanocobalamin	MTR
Cyanocobalamin	MUT
Cyanocobalamin	MTRR
Cyanocobalamin	MMAA
Cyanocobalamin	MMACHC
Cyanocobalamin	MTHFR
Cyanocobalamin	MMAB
Cyanocobalamin	cobU
Cyanocobalamin	AMN
Cyanocobalamin	TCN1
Cyanocobalamin	TCN2
Cyanocobalamin	GIF
Cyanocobalamin	CUBN
Cyanocobalamin	LRP2
Cyanocobalamin	ABCC1
Tetrahydrofolic acid	MTHFD1
Tetrahydrofolic acid	MTHFD2
Tetrahydrofolic acid	AMT
Tetrahydrofolic acid	ALDH1L1
Tetrahydrofolic acid	MTR
Tetrahydrofolic acid	FTCD
Tetrahydrofolic acid	ATIC
Tetrahydrofolic acid	SHMT1
Tetrahydrofolic acid	SHMT2
Tetrahydrofolic acid	MTHFR
Tetrahydrofolic acid	MTFMT
Tetrahydrofolic acid	ABCC2
Histidine	HDC
Histidine	HARS
Histidine	SLC38A3
Histidine	HAL
Histidine	SLC16A10
Ademetionine	GNMT
Ademetionine	AMD1
Ademetionine	MAT2A
Ademetionine	CBS
Ademetionine	MAT1A
Ademetionine	COMT
Ademetionine	CMTR1
Ademetionine	AS3MT
Ademetionine	CYP2E1
Ademetionine	SRM
Pyruvic acid	SLC16A3
Pyruvic acid	SLC16A2
Pyruvic acid	AGXT2
Pyruvic acid	SLC16A5
Pyruvic acid	PKLR
Pyruvic acid	SLC16A6
Pyruvic acid	SLC16A7
Pyruvic acid	PDHB
Pyruvic acid	PKM
Pyruvic acid	ABAT
Pyruvic acid	SLC16A4
Pyruvic acid	SLC16A8
Pyruvic acid	SLC16A1
Pyruvic acid	PC
Pyruvic acid	SLC16A7
Pyruvic acid	SLC16A1
Pyruvic acid	SLC16A10
Pyruvic acid	SLCO2A1
Pyruvic acid	SLC16A3
Phenylalanine	TAT
Phenylalanine	SLC7A8
Phenylalanine	FARSA
Phenylalanine	PAH
Phenylalanine	FARS2
Phenylalanine	FARSB
Phenylalanine	TH
Phenylalanine	SLC16A10
Biotin	PCCB
Biotin	HLCS
Biotin	MCCC2
Biotin	ACACB
Biotin	MCCC1
Biotin	PC
Biotin	PCCA
Biotin	ACACA
Biotin	CYP1B1
Biotin	SLC5A6
Biotin	SLC5A8
Choline	PCYT1B
Choline	ACHE
Choline	PCYT1A
Choline	PLD2
Choline	BCHE
Choline	PLD1
Choline	PHOSPHO1
Choline	CHRNA7
Choline	CEPT1
Choline	CHKB
Choline	CHAT
Choline	CHKA
Choline	CHDH
Choline	SLC22A2
Choline	SLC22A1
Choline	SLC22A3
Choline	SLC22A5
Choline	SLC22A4
Choline	SLC44A1
Choline	SLC44A4
Choline	SLC44A2
Choline	SLC44A3
Choline	SLC5A7
L-Lysine	SLC7A1
L-Lysine	SLC7A4
L-Lysine	SLC7A3
L-Lysine	SLC7A2
L-Lysine	KARS
L-Lysine	SLC16A10
L-Lysine	SLC22A4
Arginine	NOS3
Arginine	SLC7A3
Arginine	AZIN2
Arginine	ASL
Arginine	NOS2
Arginine	SLC7A1
Arginine	ARG2
Arginine	SLC7A4
Arginine	ASS1
Arginine	SLC22A5
Arginine	SLC16A10
Arginine	SLC22A4
Ascorbic acid	xylA
Ascorbic acid	PLOD2
Ascorbic acid	PHYH
Ascorbic acid	PLOD3
Ascorbic acid	BBOX1
Ascorbic acid	DBH
Ascorbic acid	PAM
Ascorbic acid	P3H1
Ascorbic acid	P3H2
Ascorbic acid	P3H3
Ascorbic acid	P4HA1
Ascorbic acid	OGFOD1
Ascorbic acid	OGFOD2
Ascorbic acid	ALKBH2
Ascorbic acid	ALKBH3
Ascorbic acid	KDM5D
Ascorbic acid	PLOD1
Ascorbic acid	TMLHE
Ascorbic acid	P4HTM
Ascorbic acid	EGLN1
Ascorbic acid	EGLN2
Ascorbic acid	EGLN3
Ascorbic acid	TXNRD1
Ascorbic acid	ALB
Ascorbic acid	SLC23A1
Ascorbic acid	SLC23A2
Ascorbic acid	SLC2A1
Ascorbic acid	SLC2A3
Ascorbic acid	SLC2A4
Spermine	SMS
Spermine	SMOX
Spermine	ODC1
Spermine	CASR
Spermine	ADRB1
Spermine	ADRB2
Spermine	XDH
Spermine	SAT1
Spermine	SAT2
Spermine	SLC22A4
Spermine	SLC22A1
Aspartic acid	RNASE1
Aspartic acid	LYZ
Aspartic acid	SLC25A13
Aspartic acid	GOT1
Aspartic acid	ASPA
Aspartic acid	ASNS
Aspartic acid	ASS1
Aspartic acid	ACY1
Aspartic acid	GOT2
Aspartic acid	DARS
Aspartic acid	SLC25A12
Aspartic acid	ASPH
Aspartic acid	PAICS
Aspartic acid	ADSS
Aspartic acid	SLC1A1
Aspartic acid	ASS
Aspartic acid	DARS2
Aspartic acid	ASRGL1
Aspartic acid	ADSSL1
Aspartic acid	ADSS
Aspartic acid	CAD
Aspartic acid	SLC16A10
Ornithine	OAT
Ornithine	OTC
Ornithine	ARG1
Ornithine	OAZ1
Ornithine	SLC7A1
Ornithine	SLC7A2
Ornithine	SLC25A2
Ornithine	ARG2
Ornithine	SLC25A15
Ornithine	GATM
L-Glutamine	CTPS1
L-Glutamine	PPAT
L-Glutamine	GLUL
L-Glutamine	F13A1
L-Glutamine	GLS
L-Glutamine	GLS2
L-Glutamine	TGM2
L-Glutamine	TGM5
L-Glutamine	TGM6
L-Glutamine	TGM1
L-Glutamine	TGM4
L-Glutamine	TGM3
L-Glutamine	TGM7
L-Glutamine	GMPS
L-Glutamine	ASNS
L-Glutamine	CCBL1
L-Glutamine	PFAS
L-Glutamine	GATB
L-Glutamine	GFPT2
L-Glutamine	CAD
L-Glutamine	QARS
L-Glutamine	NADSYN1
L-Glutamine	SLC38A1
L-Glutamine	SLC38A2
L-Glutamine	SLC38A3
L-Glutamine	SLC1A5
L-Glutamine	SLC6A14
L-Glutamine	SLC7A7
L-Glutamine	SLC7A6
L-Glutamine	SLC7A5
L-Glutamine	SLC7A8
L-Glutamine	SLC7A9
L-Glutamine	SLC16A10
Adenosine phosphate	CREB1
Adenosine phosphate	PDE4B
Adenosine phosphate	PRKAB1
Adenosine phosphate	HINT1
Adenosine phosphate	PDE4D
Adenosine phosphate	ACSS2
Adenosine phosphate	PRKAA1
Adenosine phosphate	ADCY1
Adenosine phosphate	ACSL1
Adenosine phosphate	FBP1
Adenosine phosphate	ADK
Adenosine phosphate	PRKAA1
Adenosine phosphate	PRKAA2
Adenosine phosphate	PRKAB1
Adenosine phosphate	PRKAB2
Adenosine phosphate	PRKAG1
Adenosine phosphate	PRKAG2
Adenosine phosphate	PRKAG3
Adenosine phosphate	AMPD1
Adenosine phosphate	APRT
alpha-Linolenic acid	FADS1
alpha-Linolenic acid	FADS2
alpha-Linolenic acid	SLC8A1
alpha-Linolenic acid	TRPV1
alpha-Linolenic acid	PPARA
alpha-Linolenic acid	NR1H4
alpha-Linolenic acid	PPARD
alpha-Linolenic acid	PPARG
alpha-Linolenic acid	RXRA
alpha-Linolenic acid	ELOVL2
alpha-Linolenic acid	ELOVL5
alpha-Linolenic acid	FABP7
Serine	CBS
Serine	SDS
Serine	SRR
Serine	SPTLC2
Serine	SPTLC1
Serine	SARS
Serine	AGXT
Serine	SLC16A10
Methionine	MTRR
Methionine	MTR
Methionine	METAP2
Methionine	BHMT
Methionine	BHMT2
Methionine	GLUL
Methionine	MTHFR
Methionine	MAT2A
Methionine	MSRB2
Methionine	MAT1A
Methionine	MSRB1
Methionine	MSRA
Methionine	MARS
Methionine	MARS2
Methionine	MAT2B
Methionine	BHMT2
Methionine	SLC16A10
Tyrosine	TH
Tyrosine	YARS2
Tyrosine	YARS
Tyrosine	TAT
Tyrosine	SLC16A2
Tyrosine	SLC16A10
Calcitriol	VDR
Calcitriol	HOXA10
Calcitriol	CYP24A1
Calcitriol	CYP3A4
Calcitriol	GC
Lutein	ALB
Cystine	SLC7A11
Cystine	CTNS
Cystine	SLC16A10
Cystine	SLC7A9
Cystine	SLC3A1
Succinic acid	SUCNR1
Succinic acid	ALDH5A1
Succinic acid	SDHC
Succinic acid	SDHA
Succinic acid	SUCLG2
Succinic acid	P4HA1
Succinic acid	P4HA2
Succinic acid	PLOD3
Succinic acid	P3H1
Succinic acid	P3H2
Succinic acid	P3H3
Succinic acid	OXCT1
Succinic acid	ASPH
Succinic acid	SLC22A8
Succinic acid	SLC25A10
Succinic acid	SLC13A1
Succinic acid	SLC13A2
Succinic acid	SLC13A3
Riboflavin	RFK
Riboflavin	ribC
Riboflavin	BLVRB
Riboflavin	MAOA
Riboflavin	MTHFR
Riboflavin	SLC22A6
N-Acetylglucosamine	B4GALT1
N-Acetylglucosamine	B4GALT4
N-Acetylglucosamine	NAGK
N-Acetylglucosamine	NAGPA
N-Acetylglucosamine	NAGLU
N-Acetylglucosamine	RENBP
Glutamic acid	GRM1
Glutamic acid	GRM4
Glutamic acid	GRIK4
Glutamic acid	GRIK5
Glutamic acid	GRM7
Glutamic acid	GRM8
Glutamic acid	SLC1A7
Glutamic acid	OPLAH
Glutamic acid	PFAS
Glutamic acid	BCAT2
Glutamic acid	GRIN2D
Glutamic acid	GLS
Glutamic acid	GOT2
Glutamic acid	EPRS
Glutamic acid	ASNS
Glutamic acid	GLUL
Glutamic acid	GOT1
Glutamic acid	TAT
Glutamic acid	GPT
Glutamic acid	GGCX
Glutamic acid	SLC1A3
Glutamic acid	SLC1A2
Glutamic acid	SLC1A1
Glutamic acid	GCLC
Glutamic acid	SLC1A6
Glutamic acid	GLUD2
Glutamic acid	GMPS
Glutamic acid	BCAT1
Glutamic acid	ABAT
Glutamic acid	GRIN1
Glutamic acid	FPGS
Glutamic acid	ENPEP
Glutamic acid	GRIN2A
Glutamic acid	GRIN2B
Glutamic acid	GRIN2C
Glutamic acid	GIG18
Glutamic acid	EARS2
Glutamic acid	NADSYN1
Glutamic acid	NAGS
Glutamic acid	AADAT
Glutamic acid	GRIN3A
Glutamic acid	GPT2
Glutamic acid	AASS
Glutamic acid	GLS2
Glutamic acid	DNPEP
Glutamic acid	SLC7A11
Glutamic acid	CPQ
Glutamic acid	PSAT1
Glutamic acid	GLUD1
Glutamic acid	GRIK1
Glutamic acid	GRIA1
Glutamic acid	GCLM
Glutamic acid	FOLH1
Glutamic acid	GAD2
Glutamic acid	GAD1
Glutamic acid	FTCD
Glutamic acid	GRIA2
Glutamic acid	GRIA3
Glutamic acid	GRIA4
Glutamic acid	ALDH18A1
Glutamic acid	GRIK2
Glutamic acid	GRIK3
Glutamic acid	SLC16A10
Glutamic acid	SLC16A1
Glutamic acid	SLC25A18
Glutamic acid	SLC25A22
Glutathione	MGST3
Glutathione	HPGDS
Glutathione	GSTA1
Glutathione	GSTA2
Glutathione	MGST1
Glutathione	ESD
Glutathione	GGT1
Glutathione	GSTM2
Glutathione	GLRX
Glutathione	GPX4
Glutathione	GSTM5
Glutathione	GPX6
Glutathione	HAGH
Glutathione	GPX1
Glutathione	GPX7
Glutathione	MGST2
Glutathione	GSTO2
Glutathione	GLRX2
Glutathione	GLO1
Glutathione	LTC4S
Glutathione	GSR
Glutathione	GSS
Glutathione	GSTM1
Glutathione	GSTK1
Glutathione	GSTA3
Glutathione	GSTM3
Glutathione	GSTA4
Glutathione	GSTM4
Glutathione	GSTA5
Glutathione	GSTP1
Glutathione	GSTO1
Glutathione	GPX1
Glutathione	GPX2
Glutathione	GSTT1
Glutathione	GSTZ1
Glutathione	GPX5
Glutathione	GPX3
Glutathione	AKR1B1
Glutathione	MMP9
Glutathione	CYP3A4
Glutathione	GPX5
Glutathione	GPX1
Glutathione	GPX2
Glutathione	GPX3
Glutathione	GPX6
Glutathione	GPX7
Glutathione	GPX4
Glutathione	GPX8
Glutathione	GSTA2
Glutathione	GSTA1
Glutathione	ABCC1
Glutathione	ABCC2
Glutathione	ABCC3
Glutathione	ABCC4
Glutathione	ABCC5
Phosphatidyl serine	DGKG
Phosphatidyl serine	DGKD
Phosphatidyl serine	PTDSS2
Phosphatidyl serine	SMPD4
Phosphatidyl serine	SMPD3
Phosphatidyl serine	ATP8A1
Phosphatidyl serine	PRKCA
Phosphatidyl serine	PTDSS1
Phosphatidyl serine	PISD
Phosphatidyl serine	SCARB1
Glycine	GCAT
Glycine	ALAS1
Glycine	ALAS2
Glycine	GARS
Glycine	GRIN2A
Glycine	BAAT
Glycine	GPR18
Glycine	GSS
Glycine	GRIN2C
Glycine	GLYAT
Glycine	SHMT2
Glycine	GLYATL2
Glycine	GLYATL1
Glycine	AGXT2
Glycine	PIPOX
Glycine	GRIN3B
Glycine	GLRA1
Glycine	AGXT
Glycine	GLRB
Glycine	SHMT1
Glycine	GLRA3
Glycine	GLRA2
Glycine	GNMT
Glycine	GATM
Glycine	AMT
Glycine	GLDC
Glycine	DLD
Glycine	GCSH
Glycine	SLC16A10
Glycine	SLC36A1
Glycine	SLC32A1
Glycine	SLC6A5
Glycine	SLC6A9
Calcifediol	VDR
Calcifediol	CYP27B1
Calcifediol	CYP24A1
Pyridoxal	PDXK
Creatine	CKM
Creatine	CKMT1A
Creatine	CKB
Creatine	CKMT2
Creatine	SLC6A8
Creatine	GAMT
Creatine	SLC22A5
Leucine	LARS2
Leucine	BCAT2
Leucine	BCAT1
Leucine	LCMT2
Leucine	LCMT1
Leucine	LARS
Leucine	SLC16A10
Leucine	SLC16A2
Tryptophan	WARS2
Tryptophan	trpS
Tryptophan	WARS
Tryptophan	TDO2
Tryptophan	DDC
Tryptophan	trpS
Tryptophan	WARS2
Tryptophan	TPH1
Tryptophan	TPH2
Tryptophan	WARS
Tryptophan	IDO1
Tryptophan	SLC16A2
Tryptophan	SLC16A10
Cysteine	GCLM
Cysteine	GCLC
Cysteine	GOT1
Cysteine	GOT2
Cysteine	CTH
Cysteine	CBS
Cysteine	CARS
Cysteine	MGMT
Cysteine	GSS
Cysteine	CARS2
Cysteine	CSAD
Cysteine	NFS1
Cysteine	CDO1
Cysteine	SLC16A10
Thiamine	TPK1
Thiamine	CYP4B1
Thiamine	TPK1
Thiamine	ENTPD5
Thiamine	THTPA
Thiamine	ALB
Thiamine	SLC22A2
Thiamine	SLC22A1
Thiamine	SLC22A5
Thiamine	SLC19A2
Thiamine	SLC19A3
Ergocalciferol	VDR
Ergocalciferol	CACNG1
Ergocalciferol	CACNG2
Ergocalciferol	CACNG3
Ergocalciferol	CACNG4
Ergocalciferol	CACNG5
Ergocalciferol	CACNG6
Ergocalciferol	CACNG7
Ergocalciferol	CACNG8
Ergocalciferol	CACNA2D1
Ergocalciferol	CACNA2D2
Ergocalciferol	CACNA2D3
Ergocalciferol	CACNA2D4
Ergocalciferol	CACNA1C
Ergocalciferol	CACNA1D
Ergocalciferol	CACNA1F
Ergocalciferol	CACNA1S
Ergocalciferol	CACNB1
Ergocalciferol	CACNB2
Ergocalciferol	CACNB3
Ergocalciferol	CACNB4
Ergocalciferol	CACNA1B
Ergocalciferol	CACNA1A
Ergocalciferol	CACNA1E
Ergocalciferol	CACNA1G
Ergocalciferol	CACNA1H
Ergocalciferol	CACNA1I
Ergocalciferol	CYP24A1
Ergocalciferol	CYP27B1
Ergocalciferol	CYP27A1
Ergocalciferol	CYP2R1
